,userId,movieId,rating
7244292,15781,1,4.0
7244754,15782,2,3.0
7245111,15783,4,3.0
7245431,15784,6,4.0
7245555,15784,1,2.5
7246111,15785,0,1.0
7246776,15786,4,3.5
7246804,15786,3,3.0
7246901,15786,1,3.0
7247846,15787,4,3.0
7248137,15788,13,1.0
7248171,15788,3,3.0
7248233,15788,2,3.0
7248310,15788,1,4.0
7248593,15789,3,1.0
7249669,15790,2,3.0
7249902,15791,1,2.5
7251221,15792,5,2.0
7251312,15793,0,3.0
7251418,15793,4,3.0
7251513,15793,8,5.0
7251660,15793,2,5.0
7251780,15793,1,3.5
7254205,15794,5,4.0
7254280,15795,1,3.0
7254380,15796,0,4.0
7254524,15797,2,5.0
7255460,15798,5,4.0
7255465,15798,8,4.5
7255881,15799,4,2.5
7255992,15799,1,3.5
7256212,15800,0,3.0
7256377,15801,0,4.0
7256647,15802,5,4.0
7256819,15803,0,3.0
7256904,15803,4,4.0
7257703,15804,4,4.0
7257733,15804,8,3.0
7257796,15804,2,5.0
7257844,15804,1,3.0
7258173,15805,0,3.0
7259633,15806,5,4.0
7259727,15807,8,5.0
7259977,15808,4,3.0
7260089,15809,4,4.5
7260107,15810,5,4.0
7260627,15811,0,3.0
7260749,15811,4,3.0
7261459,15812,4,3.0
7261602,15812,2,5.0
7262436,15813,2,3.0
7262609,15814,2,2.0
7262774,15815,0,4.0
7262795,15815,5,5.0
7263086,15816,1,4.0
7263130,15817,4,4.0
7263228,15818,5,2.0
7263351,15818,1,3.0
7263855,15819,2,1.0
7263928,15820,4,4.0
7264104,15821,5,3.5
7264126,15821,1,2.5
7264377,15822,1,3.5
7264540,15823,1,2.0
7264687,15824,0,0.5
7264839,15824,1,1.5
7265138,15825,6,4.5
7265181,15826,1,2.0
7265356,15827,2,4.5
7265381,15827,1,2.5
7265906,15828,3,2.0
7266240,15829,5,4.0
7266621,15830,2,5.0
7267044,15831,0,1.0
7267334,15832,5,4.0
7268429,15833,1,3.0
7270027,15834,5,4.5
7270051,15834,1,2.5
7270597,15835,3,2.0
7270685,15836,0,3.5
7271241,15837,1,2.5
7271590,15838,1,4.0
7271652,15839,4,1.5
7272165,15840,1,2.5
7272885,15841,1,1.5
7273647,15842,4,4.0
7274001,15843,5,5.0
7274146,15844,0,5.0
7274163,15844,14,3.0
7274522,15845,5,4.0
7275132,15846,0,3.0
7275465,15847,1,2.5
7275767,15848,4,4.0
7276003,15849,5,4.0
7277403,15850,5,5.0
7277417,15850,8,5.0
7277479,15850,2,3.0
7277532,15850,1,5.0
7278067,15851,2,5.0
7278083,15851,1,4.0
7278231,15852,0,3.0
7278250,15852,6,2.0
7278342,15852,4,4.0
7278367,15852,14,1.0
7278397,15852,3,1.0
7278779,15853,4,3.0
7278806,15854,0,3.0
7279365,15855,1,2.0
7279666,15856,1,3.5
7280453,15857,1,1.0
7280546,15858,0,3.0
7280588,15859,8,3.0
7280795,15860,1,2.0
7281223,15861,3,2.0
7281287,15862,2,4.0
7281420,15863,5,4.0
7281481,15863,1,4.0
7282542,15864,2,4.0
7282563,15865,0,3.0
7282666,15866,6,5.0
7282791,15867,2,3.0
7283028,15868,0,2.0
7283037,15868,6,4.0
7283122,15869,1,2.0
7283439,15870,0,3.0
7283674,15871,0,2.0
7283790,15872,5,4.0
7283896,15872,1,3.0
7286014,15873,5,3.0
7286611,15874,16,5.0
7286613,15874,3,2.0
7286643,15875,0,2.5
7286842,15875,1,1.5
7287278,15876,5,5.0
7287611,15877,0,2.0
7287815,15877,3,1.0
7288040,15877,1,3.0
7289595,15878,5,5.0
7290013,15879,2,5.0
7290316,15880,0,3.0
7290838,15881,5,4.0
7290878,15881,2,2.5
7291078,15882,5,5.0
7291328,15883,5,2.0
7291420,15883,1,2.0
7291689,15884,2,5.0
7292129,15885,0,2.0
7292174,15886,0,4.0
7292311,15886,4,4.0
7292844,15887,3,2.0
7292957,15887,1,4.0
7293012,15888,5,4.0
7293564,15889,5,3.0
7293607,15890,1,3.0
7293780,15891,0,3.0
7293787,15891,6,3.0
7293828,15891,3,3.0
7294752,15892,2,5.0
7294760,15892,1,4.0
7295227,15893,23,3.0
7295483,15894,6,4.0
7295510,15894,14,4.0
7295544,15894,3,2.0
7295939,15895,1,3.0
7296069,15896,5,4.0
7296284,15897,2,4.0
7296427,15898,4,3.5
7296686,15899,0,3.0
7296729,15899,7,5.0
7297718,15900,0,3.0
7297946,15901,1,3.0
7298052,15902,3,4.0
7298187,15903,0,3.0
7298763,15904,5,5.0
7299403,15905,5,2.0
7299420,15905,8,3.0
7299854,15906,5,5.0
7299923,15907,5,4.0
7300173,15908,2,4.0
7300212,15908,1,3.0
7301139,15909,5,3.0
7301685,15910,13,3.0
7301998,15911,4,4.0
7302027,15911,5,4.0
7302114,15911,2,4.0
7302294,15912,0,3.5
7302520,15913,5,2.5
7302655,15913,2,3.0
7302742,15913,1,1.5
7304010,15914,2,4.0
7304223,15915,2,5.0
7304264,15915,1,3.0
7304675,15916,0,4.0
7304723,15916,3,3.0
7305125,15917,16,5.0
7305424,15918,13,2.0
7306112,15919,0,3.0
7306523,15920,5,4.0
7306560,15920,8,4.0
7306690,15920,2,4.0
7307118,15921,0,4.0
7307129,15921,6,5.0
7307183,15921,14,3.0
7307207,15921,3,5.0
7307834,15922,0,4.0
7308100,15923,3,3.0
7308143,15923,1,3.0
7308295,15924,2,4.0
7308504,15925,4,4.0
7308590,15925,3,3.0
7308593,15925,5,3.0
7308776,15925,2,4.0
7308945,15925,1,3.0
7310135,15925,17,2.0
7312384,15926,2,4.0
7312771,15927,5,5.0
7312803,15927,1,3.0
7313839,15928,1,3.0
7314356,15929,3,2.0
7315256,15930,2,4.0
7315298,15930,1,3.0
7315581,15931,0,3.0
7315636,15931,3,2.0
7315656,15932,5,3.0
7316044,15933,1,2.0
7316529,15934,0,3.0
7316612,15934,4,4.0
7316850,15934,1,2.5
7317858,15935,4,3.5
7317959,15935,1,3.0
7318432,15936,1,2.0
7318720,15937,0,2.0
7318880,15937,4,4.5
7318939,15937,3,2.0
7318940,15937,5,2.5
7319166,15937,1,2.5
7320039,15938,0,1.0
7320206,15938,1,1.5
7321500,15939,1,2.0
7322348,15940,1,2.0
7322880,15941,0,3.0
7322937,15942,0,2.5
7323033,15943,1,3.5
7323280,15944,11,1.0
7323356,15944,2,4.0
7323659,15945,8,4.0
7323934,15946,1,3.0
7324448,15947,2,2.5
7324523,15947,1,4.0
7325556,15948,4,4.0
7325658,15948,2,4.0
7325934,15949,0,3.0
7326000,15949,2,4.5
7326022,15949,1,2.0
7326187,15950,2,4.0
7326648,15951,6,4.0
7327313,15952,0,3.0
7327441,15952,4,4.0
7327575,15953,5,4.0
7327712,15953,1,3.0
7328473,15954,0,5.0
7328565,15954,3,3.0
7328652,15955,2,3.5
7328876,15956,4,4.5
7328922,15956,2,1.0
7329063,15957,3,3.0
7329178,15958,0,4.0
7329184,15958,6,5.0
7329319,15959,5,5.0
7329341,15959,2,3.0
7329506,15960,4,4.0
7329547,15960,2,3.5
7330389,15961,4,5.0
7331135,15962,3,4.0
7332009,15963,16,4.0
7332010,15963,5,4.0
7332768,15964,1,0.5
7332811,15965,0,3.0
7332910,15966,0,3.0
7332949,15967,4,3.0
7332977,15967,8,5.0
7333294,15968,4,3.0
7333523,15969,0,4.0
7333941,15970,0,3.0
7333968,15971,13,5.0
7334024,15971,1,3.0
7334121,15972,5,1.0
7334437,15973,6,1.0
7334609,15973,1,2.0
7334815,15974,0,3.0
7335003,15974,14,3.0
7335028,15974,3,3.0
7335246,15975,2,5.0
7335814,15976,1,2.0
7335888,15977,0,2.5
7335971,15977,1,0.5
7336133,15978,2,5.0
7336477,15979,0,3.0
7336553,15979,4,1.0
7336868,15980,4,2.0
7337337,15981,0,5.0
7337376,15982,3,3.0
7337734,15983,0,2.5
7337881,15983,4,5.0
7337956,15983,3,2.5
7337960,15983,5,3.0
7338149,15983,2,3.5
7338305,15983,1,1.0
7339450,15983,17,0.5
7339473,15983,19,3.0
7340094,15984,3,3.0
7340110,15985,0,1.5
7340215,15985,5,4.5
7340271,15985,2,4.0
7340320,15985,1,3.0
7340970,15986,5,2.5
7341382,15986,17,4.5
7341517,15987,0,5.0
7341841,15988,11,4.0
7341890,15989,0,3.5
7342021,15989,5,4.5
7342212,15989,1,3.5
7342778,15990,14,5.0
7344059,15991,6,2.5
7344143,15991,14,3.0
7344305,15991,1,3.0
7345064,15992,0,4.0
7345382,15993,3,2.0
7345506,15994,0,1.0
7345792,15995,2,3.0
7345911,15996,0,3.0
7346563,15997,1,5.0
7346994,15998,1,3.0
7347576,15999,3,3.0
7347856,16000,2,4.0
7348377,16000,19,2.5
7348782,16001,4,3.5
7348934,16002,0,5.0
7348982,16002,1,4.5
7349388,16003,17,3.5
7349496,16004,5,4.0
7349919,16005,2,3.0
7350283,16006,0,1.0
7350462,16006,23,3.0
7350573,16006,21,2.0
7350628,16006,7,3.0
7350662,16006,3,3.0
7351372,16007,11,4.0
7351401,16007,4,2.0
7351495,16007,5,5.0
7351525,16007,8,4.0
7351742,16007,2,3.0
7351921,16007,1,4.0
7352738,16008,4,5.0
7352785,16009,5,4.5
7352822,16009,1,0.5
7352933,16010,1,1.0
7353125,16011,1,4.0
7353565,16012,5,4.0
7353727,16013,5,4.5
7354337,16014,4,3.0
7354439,16014,2,4.5
7354510,16014,1,2.0
7354914,16015,0,3.0
7355032,16015,5,3.5
7355678,16016,0,3.0
7355848,16017,5,4.5
7356195,16018,8,4.0
7356280,16018,2,4.0
7356336,16018,1,4.0
7357303,16019,5,5.0
7358009,16020,13,2.0
7358052,16020,3,2.0
7358180,16020,2,3.0
7358286,16020,1,2.0
7358526,16021,0,3.5
7358558,16021,5,4.5
7358606,16021,1,3.5
7358856,16022,5,3.5
7358932,16023,4,3.0
7359962,16024,2,4.0
7360124,16025,2,1.5
7360127,16025,1,1.0
7360329,16026,3,3.0
7360334,16026,5,3.0
7360371,16026,8,4.0
7360616,16026,1,3.0
7361052,16026,10,2.0
7361133,16027,14,1.0
7361309,16028,5,3.5
7361417,16028,2,3.0
7361485,16028,1,1.5
7362183,16029,2,4.0
7362243,16029,1,3.0
7362696,16030,0,3.0
7362702,16030,6,5.0
7363211,16031,1,3.0
7363714,16032,1,4.5
7365855,16033,25,4.5
7366419,16034,6,5.0
7366836,16035,2,4.0
7367743,16036,2,3.0
7367785,16036,1,3.0
7368094,16037,0,2.0
7368173,16038,1,1.5
7368344,16039,0,0.5
7368576,16040,4,3.0
7368712,16041,3,1.0
7368813,16042,2,3.0
7369356,16043,2,2.5
7370286,16044,2,1.5
7370314,16045,5,1.0
7370474,16046,5,2.0
7370485,16046,8,1.0
7370924,16047,4,4.0
7370953,16048,5,3.0
7371044,16048,1,2.0
7371329,16049,17,4.0
7371337,16050,5,4.0
7371550,16051,3,3.0
7371898,16052,4,3.0
7371946,16053,2,4.5
7371981,16054,1,2.0
7372347,16055,13,3.0
7372463,16056,4,4.0
7372495,16056,1,2.0
7372604,16057,4,2.5
7372759,16058,0,2.5
7373039,16059,5,2.0
7373703,16060,17,4.0
7373904,16061,5,4.0
7374810,16062,1,3.0
7375203,16063,5,4.0
7375355,16063,1,3.0
7375588,16064,0,3.0
7375736,16065,1,2.5
7376990,16066,5,4.0
7377286,16067,1,4.0
7377745,16068,4,3.0
7377826,16069,2,5.0
7377977,16070,6,2.5
7378043,16070,2,2.5
7378076,16070,1,2.5
7378136,16070,18,2.0
7378233,16071,0,4.0
7378321,16072,0,5.0
7378612,16073,6,3.5
7378727,16073,1,2.5
7378958,16074,2,2.0
7378975,16075,0,2.0
7379147,16076,1,1.0
7380000,16077,0,4.0
7380061,16077,13,5.0
7380648,16078,5,5.0
7380926,16079,2,2.5
7381141,16080,4,4.0
7381154,16080,13,4.0
7381393,16080,2,5.0
7381481,16080,1,3.0
7381787,16081,1,2.5
7382174,16082,14,1.0
7382191,16082,3,2.0
7382321,16082,1,4.0
7382879,16083,2,4.0
7382962,16083,1,1.0
7383490,16084,1,1.0
7384242,16085,2,5.0
7384440,16086,4,3.0
7384542,16086,1,3.5
7384933,16087,1,1.5
7385366,16088,2,4.5
7385402,16088,1,2.5
7386259,16089,4,3.5
7386412,16089,2,2.5
7386502,16089,1,1.0
7387312,16090,0,3.0
7387349,16091,6,3.0
7387414,16091,3,1.0
7387573,16092,5,5.0
7387636,16093,0,3.0
7387697,16093,3,3.0
7389035,16094,0,3.0
7389322,16095,11,3.0
7389439,16095,5,3.0
7389635,16095,2,3.0
7389805,16095,1,3.0
7390661,16096,0,3.0
7390973,16097,0,4.0
7391010,16098,6,1.0
7391120,16098,4,3.0
7391182,16098,2,3.0
7391246,16099,14,3.0
7391992,16100,0,4.0
7392835,16101,5,4.0
7393136,16102,5,3.5
7393158,16103,1,3.0
7393395,16104,1,2.0
7393563,16105,0,5.0
7394711,16106,5,3.0
7395115,16107,5,4.0
7395718,16108,5,4.5
7395894,16109,0,3.0
7396170,16110,2,3.0
7396463,16111,4,3.0
7396778,16112,4,4.0
7397030,16113,4,2.5
7397115,16113,2,3.5
7397771,16114,1,2.0
7398527,16115,5,4.0
7399205,16116,4,3.0
7399613,16117,0,3.0
7400425,16118,4,1.0
7400671,16119,4,4.0
7400801,16120,6,2.0
7400971,16121,0,4.0
7401196,16122,2,5.0
7401365,16123,5,3.0
7401470,16123,2,3.0
7401650,16124,1,3.5
7402087,16125,5,5.0
7403018,16126,1,4.0
7403129,16127,0,3.0
7404083,16128,5,4.0
7404689,16129,2,3.0
7404723,16130,0,4.0
7405265,16131,0,3.0
7405393,16132,1,5.0
7405430,16133,0,4.0
7405889,16134,1,2.0
7406095,16135,1,2.0
7406672,16136,1,4.0
7406845,16137,2,4.0
7407038,16138,1,3.0
7407513,16139,1,1.0
7407871,16140,4,5.0
7407875,16140,5,3.0
7407972,16141,4,4.5
7408341,16142,4,2.5
7408522,16143,0,2.5
7408609,16143,5,4.5
7408817,16143,1,3.0
7409843,16144,3,2.0
7410774,16145,2,4.5
7410896,16146,0,4.0
7411385,16147,5,5.0
7411542,16148,1,3.5
7412606,16149,6,3.0
7412704,16149,5,4.0
7413465,16150,2,2.5
7413884,16151,0,0.5
7413963,16152,5,3.0
7414099,16153,1,4.0
7414465,16154,1,2.0
7414818,16155,5,5.0
7414824,16156,0,3.0
7415132,16157,0,2.0
7415150,16157,6,3.0
7415395,16157,1,4.0
7416253,16158,0,3.0
7416642,16159,5,5.0
7416684,16159,2,5.0
7417210,16160,2,5.0
7417269,16160,1,3.0
7418320,16161,5,4.0
7418356,16162,5,4.0
7418553,16163,2,4.0
7418998,16164,0,3.0
7419125,16165,3,1.0
7419170,16166,2,1.0
7419646,16167,13,2.0
7419682,16167,3,2.0
7419683,16167,5,5.0
7419688,16167,8,3.0
7419844,16167,1,4.0
7420540,16168,4,3.5
7420543,16168,3,2.0
7421314,16169,6,2.5
7421381,16169,3,2.0
7421443,16169,2,4.5
7421481,16169,1,3.0
7421952,16170,1,3.5
7422140,16171,5,3.0
7422312,16172,5,3.0
7422496,16173,1,3.0
7422824,16174,0,2.0
7423178,16175,1,4.0
7423399,16176,4,3.5
7423586,16177,0,4.0
7423628,16177,4,4.0
7423792,16178,5,3.0
7423870,16178,2,3.0
7423892,16179,0,0.5
7423922,16179,2,4.5
7424461,16180,2,4.0
7425750,16181,1,3.0
7425820,16182,6,3.0
7425906,16182,4,3.5
7426022,16182,2,3.5
7426100,16182,1,1.5
7426765,16183,4,2.0
7427303,16184,11,3.5
7427358,16184,5,5.0
7427451,16184,2,5.0
7429097,16185,1,1.0
7429109,16186,6,2.5
7429225,16187,0,1.0
7429617,16188,0,1.0
7429647,16188,6,1.0
7429809,16188,4,4.0
7429821,16188,13,1.0
7429851,16188,14,2.0
7429905,16188,8,2.0
7430060,16188,2,3.0
7430095,16189,2,3.5
7430176,16190,1,5.0
7430325,16191,14,1.0
7430537,16191,1,3.0
7431255,16192,3,1.5
7431258,16192,5,4.0
7431399,16192,2,2.0
7432274,16193,0,4.0
7432420,16194,0,4.0
7432800,16195,0,2.0
7432896,16195,16,5.0
7432964,16195,2,2.0
7433009,16195,1,2.0
7433352,16196,0,3.0
7433808,16197,1,0.5
7433815,16198,0,3.0
7433835,16198,6,2.0
7433934,16199,0,3.0
7434619,16200,0,0.5
7435066,16201,5,3.0
7435409,16202,1,1.5
7435612,16203,8,4.0
7436412,16204,0,3.0
7436611,16205,4,5.0
7436771,16206,5,4.0
7436869,16206,2,4.0
7436949,16206,1,1.5
7437629,16207,2,3.0
7437861,16208,2,4.0
7438049,16209,2,3.0
7438116,16209,1,4.0
7438174,16210,0,3.5
7438465,16211,3,4.0
7438550,16211,2,5.0
7439302,16212,2,3.0
7439407,16213,4,3.0
7439447,16214,0,4.0
7439800,16215,4,4.0
7439824,16216,5,3.0
7439839,16216,2,1.0
7440667,16217,1,1.0
7440853,16218,5,4.0
7441021,16218,1,3.5
7441843,16219,0,3.0
7442010,16220,1,2.5
7442093,16221,5,4.0
7442455,16222,0,4.0
7442536,16222,4,5.0
7442599,16223,1,2.0
7442797,16224,1,3.0
7443291,16225,2,4.0
7443552,16226,2,2.0
7443587,16226,1,3.0
7443829,16227,4,3.5
7444151,16228,4,3.5
7444193,16228,5,4.0
7444218,16228,8,4.0
7445721,16229,1,3.0
7445892,16230,4,2.0
7446010,16230,1,2.0
7447225,16231,0,3.0
7447261,16231,3,3.0
7447455,16232,5,4.0
7447674,16232,1,3.0
7448076,16233,1,4.0
7448111,16234,4,4.0
7448153,16235,0,3.0
7448409,16236,2,4.0
7450278,16237,2,4.0
7450315,16237,1,2.0
7450738,16238,2,1.0
7451002,16239,0,5.0
7451226,16240,1,3.5
7451359,16241,2,4.5
7451461,16242,4,4.0
7451642,16243,4,3.0
7452146,16244,0,4.0
7452284,16244,11,4.0
7452311,16244,4,3.0
7452365,16244,5,3.0
7452488,16244,2,5.0
7452595,16244,1,2.0
7453089,16245,2,3.0
7453325,16246,5,3.0
7454400,16247,5,3.5
7454414,16248,6,5.0
7454660,16249,0,1.0
7455065,16250,0,0.5
7455347,16251,0,5.0
7456120,16252,1,3.5
7456419,16253,0,2.5
7456512,16254,5,2.0
7456529,16254,8,5.0
7457522,16255,4,5.0
7458019,16256,2,5.0
7458100,16256,1,4.0
7458299,16257,2,5.0
7458493,16258,3,1.0
7458528,16259,1,2.0
7458727,16260,4,4.0
7458877,16260,2,4.0
7458975,16260,1,4.0
7460169,16261,2,3.5
7460363,16262,1,2.0
7460490,16263,0,5.0
7460727,16264,6,2.0
7460851,16264,4,4.0
7460917,16264,5,3.0
7461088,16264,2,3.0
7461217,16264,1,3.0
7461705,16264,18,3.0
7461980,16264,19,3.0
7462221,16265,0,3.0
7462347,16265,4,5.0
7462463,16266,8,3.0
7463038,16267,2,4.5
7463072,16267,1,4.0
7463621,16268,5,5.0
7463780,16269,1,2.0
7463793,16270,0,3.0
7463920,16270,3,3.0
7463952,16271,0,2.0
7464560,16272,6,4.0
7464786,16273,6,3.5
7464892,16273,3,2.0
7464894,16273,5,3.0
7465035,16273,1,0.5
7465423,16274,4,5.0
7465465,16275,4,2.5
7465649,16276,1,2.5
7465728,16277,4,3.0
7465972,16278,0,2.5
7466070,16278,2,5.0
7466287,16279,5,5.0
7466555,16280,5,4.0
7466600,16281,0,5.0
7466893,16282,0,5.0
7467126,16283,5,5.0
7467321,16284,5,4.5
7467355,16284,8,5.0
7467637,16285,2,4.5
7467981,16286,2,5.0
7468063,16287,3,1.0
7468307,16288,2,4.5
7468371,16289,0,2.5
7468411,16289,4,4.0
7468578,16290,3,1.0
7468691,16290,2,4.0
7469401,16291,5,2.5
7469809,16292,2,3.0
7470605,16293,5,5.0
7470830,16294,4,4.0
7471083,16295,5,4.5
7471216,16296,5,3.0
7471422,16297,5,4.0
7471769,16298,5,1.0
7471788,16298,2,1.5
7471841,16299,0,4.5
7471973,16300,10,4.0
7472209,16301,4,4.5
7472467,16302,3,5.0
7472809,16303,1,3.0
7473050,16304,1,4.0
7473386,16305,2,3.5
7473709,16306,4,4.0
7474244,16307,0,4.0
7474354,16307,4,4.0
7474405,16307,5,4.0
7474560,16307,1,3.0
7475139,16308,4,4.0
7475525,16309,3,3.0
7475576,16310,5,4.0
7476034,16311,5,3.5
7476165,16311,1,2.0
7476838,16312,11,3.0
7476957,16312,2,4.0
7477009,16313,0,3.0
7477068,16314,0,3.0
7477189,16314,4,3.0
7477214,16315,0,3.0
7477340,16316,3,3.0
7477504,16317,0,4.0
7477576,16318,5,4.0
7477995,16319,0,1.0
7478067,16320,0,3.0
7478198,16320,2,3.5
7478245,16320,1,3.5
7478827,16321,2,2.0
7478850,16322,0,3.0
7479018,16323,5,3.5
7479342,16324,2,5.0
7479381,16324,1,2.0
7479491,16325,0,2.0
7480045,16326,1,2.5
7480693,16327,5,3.0
7481281,16328,0,3.0
7481395,16329,4,3.5
7481456,16329,2,3.5
7481496,16329,1,3.5
7481999,16330,0,3.0
7482076,16330,4,3.0
7482520,16331,5,4.0
7482805,16332,2,4.0
7482858,16333,3,3.0
7482998,16334,0,3.0
7483010,16334,6,3.0
7483142,16334,4,3.0
7483451,16335,1,4.0
7484249,16336,1,3.5
7484343,16337,0,3.0
7484430,16337,5,5.0
7484956,16338,5,3.5
7485068,16338,1,2.0
7485300,16339,6,1.0
7485500,16339,2,2.0
7485554,16339,1,1.0
7485801,16340,0,5.0
7485966,16341,2,4.0
7486013,16341,1,3.5
7486564,16342,2,3.0
7486869,16343,9,5.0
7487075,16344,2,4.5
7487109,16344,1,3.0
7487898,16345,1,2.5
7488186,16346,5,5.0
7488395,16347,0,2.0
7488417,16348,0,3.0
7488550,16349,1,2.5
7488795,16350,5,4.0
7488989,16350,2,3.0
7490373,16351,2,3.5
7490377,16351,1,3.0
7491326,16352,1,4.0
7491595,16352,17,4.0
7491694,16353,5,4.0
7491735,16353,1,3.5
7492538,16354,1,2.5
7492758,16355,8,5.0
7493558,16356,0,3.0
7493706,16357,2,3.0
7493740,16357,1,4.0
7493883,16358,5,4.0
7494118,16359,3,1.0
7494394,16360,4,3.5
7494514,16361,5,2.5
7495266,16362,2,4.0
7495370,16363,2,4.5
7495439,16364,2,2.0
7495679,16365,1,1.5
7495729,16366,2,3.0
7496316,16367,0,3.5
7496377,16367,2,4.0
7496400,16367,1,3.0
7496569,16368,0,3.0
7496629,16369,0,3.0
7496692,16370,6,5.0
7496893,16370,2,2.0
7497461,16371,5,4.0
7497482,16371,2,5.0
7497533,16372,4,5.0
7497540,16372,3,1.0
7497621,16373,1,4.0
7497716,16374,1,2.5
7497819,16375,16,3.0
7497972,16376,0,4.0
7497983,16376,5,4.0
7498008,16376,1,2.0
7498590,16377,0,3.0
7498737,16378,2,5.0
7498837,16379,5,4.0
7498913,16380,0,4.0
7499064,16381,0,2.5
7499173,16381,5,4.0
7499210,16381,8,4.0
7499377,16381,2,4.0
7499989,16382,0,4.0
7500048,16383,2,3.5
7500206,16384,2,4.0
7500286,16385,0,3.0
7500291,16385,6,3.0
7500344,16386,0,0.5
7500354,16386,6,3.5
7500431,16386,5,3.5
7500535,16386,1,2.0
7501455,16387,0,2.0
7501534,16387,4,5.0
7501802,16388,1,2.0
7502142,16389,5,4.0
7502758,16390,1,1.5
7502831,16391,4,3.0
7502873,16391,5,5.0
7502883,16391,8,5.0
7502976,16391,2,4.0
7503254,16392,1,3.0
7503653,16393,11,4.0
7503737,16393,2,5.0
7503878,16394,4,4.0
7504585,16395,5,1.5
7504822,16396,5,4.0
7504890,16396,1,4.0
7506070,16397,4,3.5
7506640,16398,8,3.0
7506666,16398,2,4.5
7506691,16398,1,2.0
7506951,16399,3,2.0
7507192,16400,8,4.0
7507291,16400,10,4.0
7507984,16401,4,2.5
7508291,16402,3,4.0
7508854,16403,8,5.0
7508892,16403,1,2.5
7509376,16404,2,5.0
7509694,16405,0,4.0
7509729,16406,3,2.0
7509969,16407,1,2.0
7510248,16408,0,2.5
7510379,16408,1,3.0
7510998,16409,1,2.0
7511207,16410,5,5.0
7511387,16411,0,3.0
7511406,16411,6,4.0
7511516,16411,4,4.0
7511588,16411,3,4.0
7511730,16411,2,3.0
7511864,16411,1,3.0
7512947,16412,5,4.5
7513486,16413,1,3.5
7513861,16414,0,3.5
7514127,16415,4,3.0
7514290,16416,1,3.0
7514775,16417,0,3.0
7514940,16418,8,4.0
7516476,16419,0,4.0
7516491,16420,5,3.5
7516884,16421,0,4.0
7518640,16422,0,3.0
7518715,16422,3,2.0
7519103,16423,6,4.0
7519118,16423,1,2.0
7519258,16424,0,2.0
7519656,16425,16,4.5
7519738,16425,2,4.0
7522075,16426,1,4.0
7522390,16427,1,3.0
7522545,16428,1,2.0
7522654,16429,1,3.0
7522661,16430,4,1.0
7522724,16431,5,4.0
7523263,16432,8,5.0
7523303,16433,5,4.0
7523473,16434,1,3.5
7523523,16435,6,1.0
7523676,16435,2,4.5
7524622,16436,2,3.5
7524929,16437,0,3.0
7524966,16437,3,3.0
7525048,16438,1,3.5
7525158,16439,0,4.0
7526199,16440,1,3.0
7526225,16441,1,2.5
7526548,16442,0,2.0
7526741,16442,14,1.0
7526767,16442,16,2.0
7526775,16442,5,4.0
7526807,16442,8,3.0
7527008,16442,2,3.0
7527179,16442,1,2.0
7527361,16443,0,3.0
7527389,16444,5,4.0
7527493,16445,3,3.0
7527576,16445,1,3.0
7527650,16446,0,3.0
7527671,16447,5,5.0
7527931,16448,0,3.0
7528232,16449,1,1.0
7528872,16450,0,5.0
7528899,16451,0,2.5
7529083,16451,5,4.5
7529191,16451,2,4.0
7529305,16451,1,3.5
7530994,16452,5,3.0
7531066,16452,1,3.0
7531423,16453,5,3.0
7531455,16453,8,3.0
7532976,16454,5,3.0
7533109,16454,2,3.0
7533436,16455,0,1.0
7533497,16455,9,4.0
7533506,16455,5,4.0
7533530,16455,8,5.0
7533610,16455,2,4.0
7533678,16456,6,3.0
7533905,16457,4,4.0
7534514,16458,0,3.0
7534650,16459,1,1.5
7534921,16460,1,3.0
7535601,16461,0,3.0
7535681,16462,1,3.0
7535720,16462,18,2.0
7536311,16463,5,4.5
7536951,16464,2,4.0
7537093,16465,5,3.5
7537478,16466,2,4.0
7537573,16467,0,3.0
7537699,16468,0,3.5
7537835,16468,1,3.5
7538103,16469,0,4.0
7538130,16469,4,5.0
7538809,16470,1,3.5
7539399,16471,3,2.0
7539625,16472,0,4.0
7539689,16473,0,3.0
7539713,16474,4,0.5
7539893,16475,5,4.0
7540189,16476,1,3.0
7540649,16477,0,3.0
7540714,16477,5,4.0
7541173,16478,1,2.5
7542121,16479,6,2.0
7542384,16480,0,3.0
7542714,16481,4,4.0
7543836,16482,0,3.0
7544181,16483,2,3.0
7544209,16483,1,3.0
7544514,16484,0,4.0
7544625,16484,4,3.0
7544735,16485,20,3.0
7545023,16486,0,2.0
7545181,16487,0,3.0
7545223,16488,6,4.0
7545522,16488,1,3.5
7546416,16489,2,4.5
7546451,16489,1,2.5
7546760,16490,5,4.0
7546808,16491,4,4.0
7546961,16492,1,3.5
7547091,16493,5,5.0
7547213,16494,0,3.0
7547280,16494,4,4.0
7547585,16495,2,2.0
7547780,16496,2,2.5
7548808,16497,5,3.0
7549395,16498,2,4.0
7549647,16499,3,3.5
7549711,16499,1,2.0
7550149,16500,2,3.0
7550191,16500,1,1.5
7550668,16501,4,4.0
7550740,16501,1,3.0
7551171,16502,8,5.0
7551283,16502,1,4.0
7551628,16503,1,3.5
7551701,16504,5,5.0
7552799,16505,3,2.5
7552946,16505,1,2.5
7553449,16506,4,3.0
7553540,16507,0,4.0
7553555,16508,0,3.0
7553794,16509,2,4.5
7553797,16509,1,4.5
7553810,16510,0,5.0
7554041,16511,5,3.5
7554285,16512,2,3.0
